BACK.L,iShares US Equity Buyback Achievers,IE00BQT3VN15,4.82,ETF,LSE
IFFF.L,iShares Public Limited Company - iShares MSCI AC Far East ex-Japan UCITS ETF,IE00B0M63730,2861,ETF,LSE
IFIN.L,iShares Finland Government Bond,IE00B5SH2232,140.46,ETF,LSE
IFRB.L,iShares France Government Bond,IE00B7LGZ558,148.56,ETF,LSE
IFRE.L,iShares MSCI France,IE00BP3QZJ36,25.45,ETF,LSE
IFSE.L,iShares FactorSelect MSCI Europe,IE00BZ0PKV06,4.81,ETF,LSE
IFSU.L,iShares FactorSelect MSCI USA,IE00BZ0PKS76,5.15,ETF,LSE
IFSW.L,iShares FactorSelect MSCI World,IE00BZ0PKT83,5.09,ETF,LSE
IGCC.L,iShares III Public Limited Company - iShares MSCI GCC ex-Saudi Arabia UCITS ETF,IE00B3F81623,34.41,ETF,LSE
IGEA.L,iShares Emerging Asia Local Govt Bd,IE00B6QGFW01,92.33,ETF,LSE
IGHY.L,ISHS GL CO BN USD,IE00B74DQ490,63.62,ETF,LSE
IGIL.L,iShares III Public Limited Company - iShares Global Inflation Linked Government Bond UCITS ETF,IE00B3B8PX14,146.3,ETF,LSE
IGLN.L,iShares Physical Gold ETC,IE00B4ND3602,24.12,ETF,LSE
IGLO.L,iShares III Public Limited Company - iShares Global Government Bond UCITS ETF,IE00B3F81K65,108.29,ETF,LSE
IGLS.L,iShares III Public Limited Company - iShares UK Gilts 0-5yr UCITS ETF,IE00B4WXJK79,133.2,ETF,LSE
IGLT.L,iShares II Public Limited Company - iShares Core UK Gilts UCITS ETF,IE00B1FZSB30,12.74,ETF,LSE
IGSD.L,ISHARES IV PLC ISHS $ SHORT DUR,IE00BCRY5Y77,71.07,ETF,LSE
IGSG.L,ISHARES II PLC ISHARES DJ GLOBA,IE00B57X3V84,2056.25,ETF,LSE
IGSU.L,iShares DJ Glbl Sustainability Screened,IE00B57X3V84,29.19,ETF,LSE
IGUS.L,iShares S&P 500 GBP Hedged,IE00B3Y8X563,4719,ETF,LSE
IGWD.L,iShares MSCI World GBP Hedged,IE00B42YS929,4008,ETF,LSE
IH2O.L,iShares II Public Limited Company - iShares Global Water UCITS ETF,IE00B1TXK627,2284.25,ETF,LSE
IHCU.L,ISHARES V PUBLIC LIMITED COMPAN,IE00B43HR379,330.65,ETF,LSE
IHYG.L,ISHS EU YE CO EUR,IE00B66F4759,102.3,ETF,LSE
IHYU.L,iShares $ High Yield Corporate Bond,IE00B4PY7Y77,98.05,ETF,LSE
IITB.L,iShares Italy Government Bond,IE00B7LW6Y90,162.53,ETF,LSE
IITU.L,ISHARES V PUBLIC LIMITED COMPAN,IE00B3WJKG14,347.95,ETF,LSE
IJPA.L,iShares III Public Limited Company - iShares Core MSCI Japan IMI UCITS ETF,IE00B4L5YX21,31.31,ETF,LSE
IJPD.L,iShares MSCI Japan USD Hedged,IE00BCLWRG39,27.14,ETF,LSE
IJPE.L,iShares MSCI Japan EUR Hedged,IE00B42Z5J44,39.05,ETF,LSE
IJPH.L,iShares MSCI Japan GBP Hedged,IE00B7XYN974,45.51,ETF,LSE
IJPN.L,iShares Public Limited Company - iShares MSCI Japan UCITS ETF (Dist),IE00B02KXH56,801.13,ETF,LSE
IJPU.L,iShares MSCI Japan Dist,IE00B02KXH56,11.44,ETF,LSE
IKOR.L,iShares Public Limited Company - iShares MSCI Korea UCITS ETF (Dist),IE00B0M63391,2347.88,ETF,LSE
IMEA.L,iShares III Public Limited Company - iShares MSCI Europe UCITS ETF (Acc),IE00B4K48X80,40.55,ETF,LSE
IMEU.L,iShares II Public Limited Company - iShares MSCI Europe UCITS ETF (Dist),IE00B1YZSC51,1644,ETF,LSE
IMIB.L,iShares II Public Limited Company - iShares FTSE MIB UCITS ETF (Dist),IE00B1XNH568,859.15,ETF,LSE
IMV.L,iShares MSCI Europe Minimum Volatility,IE00B86MWN23,2902,ETF,LSE
INAA.L,iShares Public Limited Company - iShares MSCI North America UCITS ETF,IE00B14X4M10,2695.5,ETF,LSE
INFR.L,iShares II Public Limited Company - iShares Global Infrastructure UCITS ETF,IE00B1FZS467,1654.75,ETF,LSE
INLD.L,iShares Netherlands Government Bond,IE00B7L7Z140,142.99,ETF,LSE
INRG.L,iShares II Public Limited Company - iShares Global Clean Energy UCITS ETF,IE00B1XNHC34,366.25,ETF,LSE
INXG.L,iShares II Public Limited Company - iShares £ Index-Linked Gilts UCITS ETF,IE00B1FZSD53,15.2,ETF,LSE
IOGP.L,iShares Oil & Gas Explor & Production,IE00B6R51Z18,14.71,ETF,LSE
IPDM.L,iShares Physical Palladium ETC,IE00B4556L06,16.97,ETF,LSE
IPLT.L,iShares Physical Platinum ETC,IE00B4LHWP62,14.07,ETF,LSE
IPOL.L,iShares MSCI Poland,IE00B4M7GH52,16.73,ETF,LSE
IPRP.L,iShares Public Limited Company - iShares European Property Yield UCITS ETF,IE00B0M63284,2933.5,ETF,LSE
IPRV.L,iShares II Public Limited Company - iShares Listed Private Equity UCITS ETF,IE00B1TXHL60,1132.5,ETF,LSE
IPXJ.L,iShares III Public Limited Company - iShares MSCI Pacific ex-Japan UCITS ETF (Dist),IE00B4WXJD03,36.81,ETF,LSE
IRCP.L,iShares Euro Corp Bd Interest Rate Hdgd,IE00B6X2VY59,97.55,ETF,LSE
IRHC.L,iShares Euro Corp Bd Interest Rate Hdgd,IE00B6X2VY59,77.11,ETF,LSE
IRSA.L,iShares III Public Limited Company - iShares MSCI South Africa UCITS ETF,IE00B52XQP83,26.71,ETF,LSE
IS15.L,iShares £ Corporate Bond 0-5yr,IE00B5L65R35,104.66,ETF,LSE
ISAC.L,iShares MSCI ACWI,IE00B6R52259,35.54,ETF,LSE
ISAG.L,iShares Agribusiness,IE00B6R52143,26.22,ETF,LSE
ISBB.L,iShares Euro Corporate Bond BBB-BB,IE00BSKRK281,391.15,ETF,LSE
ISDE.L,iShares MSCI Emerging Markets Islamic,IE00B27YCP72,13.29,ETF,LSE
ISDU.L,iShares MSCI USA Islamic,IE00B296QM64,35.13,ETF,LSE
ISDW.L,iShares MSCI World Islamic,IE00B27YCN58,26.45,ETF,LSE
ISEM.L,iShares II Public Limited Company - iShares MSCI Emerging Markets Islamic UCITS ETF,IE00B27YCP72,934.75,ETF,LSE
ISF.L,iShares Core FTSE 100 Dist,IE0005042456,605.4,ETF,LSE
ISFE.L,iShares II Public Limited Company - iShares MSCI AC Far East ex-Japan Small Cap UCITS ETF,IE00B2QWDR12,1802.5,ETF,LSE
ISFR.L,iShares MSCI France,IE00BP3QZJ36,2016.5,ETF,LSE
ISJP.L,iShares III Public Limited Company - iShares MSCI Japan Small Cap UCITS ETF (Dist),IE00B2QWDY88,2194.5,ETF,LSE
ISLN.L,iShares Physical Silver ETC,IE00B4NCWG09,14.98,ETF,LSE
ISP6.L,iShares III Public Limited Company - iShares S&P SmallCap 600 UCITS ETF,IE00B2QWCY14,3111.5,ETF,LSE
ISRL.L,ISHARES IV PLC ISHARES TA-25 IS,IE00BP3QZG05,370.25,ETF,LSE
ISUS.L,iShares II Public Limited Company - iShares MSCI USA Islamic UCITS ETF,IE00B296QM64,2471,ETF,LSE
ISWD.L,iShares II Public Limited Company - iShares MSCI World Islamic UCITS ETF,IE00B27YCN58,1863,ETF,LSE
ISXF.L,iShares III Public Limited Company - iShares £ Corporate Bond ex-Financials UCITS ETF,IE00B4L60H17,119.73,ETF,LSE
ITKY.L,iShares II Public Limited Company - iShares MSCI Turkey UCITS ETF,IE00B1FZS574,1911.25,ETF,LSE
ITPS.L,iShares II Public Limited Company - iShares $ TIPS UCITS ETF,IE00B1FZSC47,138.95,ETF,LSE
ITWN.L,iShares Public Limited Company - iShares MSCI Taiwan UCITS ETF,IE00B0M63623,2381.5,ETF,LSE
IUAG.L,iShares US Aggregate Bond,IE00B44CGS96,104.95,ETF,LSE
IUCD.L,iShares S&P 500 Consumer Discret Sect,IE00B4MCHD36,4.87,ETF,LSE
IUES.L,iShares S&P 500 Energy Sect,IE00B42NKQ00,4.65,ETF,LSE
IUFS.L,iShares S&P 500 Financials Sect,IE00B4JNQZ49,4.58,ETF,LSE
IUHC.L,iShares S&P 500 Health Care Sect,IE00B43HR379,4.7,ETF,LSE
IUIT.L,iShares S&P 500 Information Tech Sect,IE00B3WJKG14,4.95,ETF,LSE
IUKD.L,iShares Public Limited Company - iShares UK Dividend UCITS ETF,IE00B0M63060,851,ETF,LSE
IUKP.L,iShares II Public Limited Company - iShares UK Property UCITS ETF,IE00B1TXLS18,597.25,ETF,LSE
IUSA.L,iShares Public Limited Company - iShares S&P 500 UCITS ETF (Dist),IE0031442068,1424.13,ETF,LSE
IUSE.L,iShares S&P 500 EUR Hedged,IE00B3ZW0K18,46.37,ETF,LSE
IUSP.L,iShares II Public Limited Company - iShares US Property Yield UCITS ETF,IE00B1FZSF77,1968.75,ETF,LSE
IWDA.L,iShares III Public Limited Company - iShares Core MSCI World UCITS ETF,IE00B4L5Y983,40.13,ETF,LSE
IWDE.L,iShares MSCI World EUR Hedged,IE00B441G979,39.19,ETF,LSE
IWDP.L,iShares II Public Limited Company - iShares Developed Markets Property Yield UCITS ETF,IE00B1FZS350,1726,ETF,LSE
IWFM.L,iShares MSCI World Momentum Factor,IE00BP3QZ825,1870.25,ETF,LSE
IWFQ.L,iShares MSCI World Quality Factor,IE00BP3QZ601,1850.75,ETF,LSE
IWFS.L,iShares MSCI World Size Factor,IE00BP3QZD73,1770.75,ETF,LSE
IWFV.L,iShares MSCI World Value Factor,IE00BP3QZB59,1620.5,ETF,LSE
IWMO.L,iShares MSCI World Momentum Factor,IE00BP3QZ825,26.54,ETF,LSE
IWQU.L,iShares MSCI World Quality Factor,IE00BP3QZ601,26.24,ETF,LSE
IWRD.L,iShares Public Limited Company - iShares MSCI World UCITS ETF (Dist),IE00B0M62Q58,2425,ETF,LSE
IWSZ.L,iShares MSCI World Size Factor,IE00BP3QZD73,25.14,ETF,LSE
IWVL.L,iShares MSCI World Value Factor,IE00BP3QZB59,23,ETF,LSE
LQDE.L,iShares Public Limited Company - iShares $ Corporate Bond UCITS ETF,IE0032895942,113.3,ETF,LSE
LQDG.L,ISHARES PLC ISHARES $ CORP BND,IE00BCLWRB83,65.89,ETF,LSE
LQDH.L,iShares $ Corp Bd Intr Rt Hdgd,IE00BCLWRB83,92.97,ETF,LSE
LTAM.L,iShares II Public Limited Company - iShares MSCI EM Latin America UCITS ETF (Dist),IE00B27YCK28,951.88,ETF,LSE
MIDD.L,iShares Public Limited Company - iShares FTSE 250 UCITS ETF,IE00B00FV128,1607,ETF,LSE
MINV.L,ISH MSCI WO MI USD,IE00B8FHGS14,2543.5,ETF,LSE
MVEU.L,iShares MSCI Europe Minimum Volatility,IE00B86MWN23,36.7,ETF,LSE
MVOL.L,iShares MSCI World Minimum Volatility,IE00B8FHGS14,36.11,ETF,LSE
MVUS.L,ISH S&P500 MIN USD,IE00B6SPMN59,2835,ETF,LSE
NK4E.L,iShares JPX-Nikkei 400 EUR Hedged,IE00BQT3W831,4.36,ETF,LSE
O001.L,ISHS USD CO BD G-CT,DE000A0DPYY0,80.03,ETF,LSE
O003.L,ISHS USD TRE B G-CT,DE000A0J2078,96.71,ETF,LSE
O004.L,ISHS USD TRE B G-CT,DE000A0LGQB6,137.94,ETF,LSE
O006.L,ISHCRDAXUCIETF T,DE0005933931,86.09,ETF,LSE
O007.L,ISHS DVDAX UETF,DE0002635273,11,ETF,LSE
O008.L,ISHS DJAPSLDV30,DE000A0H0744,29.28,ETF,LSE
O010.L,ISHS EU STX UET,DE000A0D8Q07,30.05,ETF,LSE
O011.L,ISHS EUSTX 50,DE0005933956,31,ETF,LSE
O012.L,ISHESB30-15(DE),DE0006289309,11.97,ETF,LSE
O013.L,ISHS EUR MR LG G-CT,DE000A0HG3L1,25,ETF,LSE
O015.L,ISHS EUR STOXX G-CT,DE000A0DPMX7,39.54,ETF,LSE
O016.L,ISHSEUSTXSLDV30,DE0002635281,16.53,ETF,LSE
O019.L,ISHS DJEUSTNSCR,DE000A0F5UG3,8.2,ETF,LSE
O023.L,ISHS DJ IND AVG,DE0006289390,105.5,ETF,LSE
O024.L,ISHS STXEUR50,DE0005933949,26.09,ETF,LSE
O025.L,ISHS STX EUR600,DE0002635307,38.1,ETF,LSE
O026.L,ISHSTE600B(DE),DE000A0F5UJ7,18.84,ETF,LSE
O028.L,ISHS STOXX BASICRES,DE000A0F5UK5,43,ETF,LSE
O034.L,ISHSTE600HCUC,DE000A0Q4R36,43.29,ETF,LSE
O036.L,ISHSEU600IGS,DE000A0H08J9,33,ETF,LSE
O041.L,ISHSEU600OG,DE000A0H08M3,34.48,ETF,LSE
O056.L,ISHS STXEUSDV30,DE0002635299,14.3,ETF,LSE
O057.L,ISHSSTXEUSM200,DE000A0D8QZ7,26.18,ETF,LSE
O061.L,ISHSEU600AP(DE),DE000A0Q4R28,28.75,ETF,LSE
O071.L,ISHS DWJNGLTT50,DE0006289382,19.1,ETF,LSE
O072.L,ISHS DJ US SLDV,DE000A0D8Q49,37.21,ETF,LSE
O073.L,ISH DVCMSP T,DE000A0H0728,22.84,ETF,LSE
O075.L,ISHS EB.R GG,DE0006289465,140.01,ETF,LSE
O076.L,ISERGG 1.5-2.5,DE0006289473,96.18,ETF,LSE
O077.L,IS ERGG 2.5-5.5,DE0006289481,113.32,ETF,LSE
O078.L,ISERGG 5.5-10.5,DE0006289499,135.06,ETF,LSE
O079.L,ISHS PFBRFE DE,DE0002635265,105.43,ETF,LSE
O080.L,ISH EU CO BN L G-CT,DE0002511243,131.15,ETF,LSE
O081.L,ISHS EU GOV BD G-CT,DE000A0J21A7,141.64,ETF,LSE
O082.L,ISHARES PLC ISHARES EUR INFLATI,IE00B0M62X26,192.87,ETF,LSE
O083.L,ISHS EU 15-30 G-CT,DE000A0LGQC4,173.15,ETF,LSE
O088.L,ISHS US PRO YI G-CT,DE000A0LGQK7,17.43,ETF,LSE
O089.L,ISHS ASIA PR YI G-C,DE000A0LGQJ9,18.87,ETF,LSE
O092.L,ISHS EUR PROYE G-CT,DE000A0HG2Q2,36.22,ETF,LSE
O098.L,IS EGBC 1.5-2.5,DE000A0H0793,99.92,ETF,LSE
O102.L,ISHS MDAX UETF T,DE0005933923,185.69,ETF,LSE
O104.L,ISHS MSCI BR G-CT,DE000A0HG2M1,33.95,ETF,LSE
O105.L,ISHS MSCI EA EU G-C,DE000A0HGZV3,22,ETF,LSE
O106.L,ISHARES PLC ISHARES MSCI EMERGI,DE000A0HGZT7,29.64,ETF,LSE
O107.L,ISHS EM MKS ISL G-C,DE000A0NA0M3,13.76,ETF,LSE
O108.L,ISHARES PLC ISHARES MSCI EUROPE,DE000A0M5X28,25.03,ETF,LSE
O109.L,ISHS MSCI EX-UK G-C,DE000A0J2094,30.25,ETF,LSE
O110.L,ISHS MSCI JAP G-CT,DE000A0DPMW9,11.19,ETF,LSE
O111.L,ISHS MSCI KOR G-CT,DE000A0HG2L3,29.97,ETF,LSE
O112.L,ISHS MSCI EM L G-CT,DE000A0NA0K7,16.63,ETF,LSE
O113.L,ISHS MSCI NH AM G-C,DE000A0J2060,25.39,ETF,LSE
O114.L,ISHARES MSCI TA G-C,DE000A0HG2K5,0,ETF,LSE
O115.L,ISHS MSCI TURK G-CT,DE000A0LGQN1,27.14,ETF,LSE
O117.L,ISHARES PLC ISHARES MSCI WORLD,DE000A0HGZR1,25.04,ETF,LSE
O119.L,ISHS NASDAQ-100,DE000A0F5UF5,21.71,ETF,LSE
O120.L,ISHS NIK 225 UC,DE000A0H08D2,8.91,ETF,LSE
O121.L,ISHARES PLC ISHARES S&P 500 (OT,DE0002643889,11.43,ETF,LSE
O122.L,ISHS GLO CLN E G-CT,DE000A0M5X10,3.44,ETF,LSE
O124.L,ISHS GLB WATER G-CT,DE000A0MSAG2,28.2,ETF,LSE
O126.L,ISHARESSLI (DE),DE0005933964,60.92,ETF,LSE
O127.L,ISHS TCDAX UETF T,DE0005933972,17.17,ETF,LSE
QDIV.L,iShares MSCI USA Dividend IQ,IE00BKM4H312,26.98,ETF,LSE
SAAA.L,ISHARES GLB GOV USD,IE00B87G8S03,64.96,ETF,LSE
SACC.L,,IE00B4L5ZD99,NaN,,
SAUS.L,ISHARES III PLC ISHARES MSCI AU,IE00B5377D42,1907.75,ETF,LSE
SAUT.L,iShares Austria Government Bond,IE00B7RRK356,116.04,ETF,LSE
SBEL.L,iShares Belgium Government Bond,IE00B7RRKB38,121.46,ETF,LSE
SCOV.L,iShares Euro Covered Bond,IE00B3B8Q275,122.53,ETF,LSE
SDEU.L,iShares Germany Government Bond,IE00B5V94313,110.48,ETF,LSE
SDHG.L,ISHARES IV PLC ISHS $ SHORT DUR,IE00BCRY6003,64.1,ETF,LSE
SDHY.L,iShares $ Shrt Dur Hi Yld Corp Bd,IE00BCRY6003,90.51,ETF,LSE
SDIG.L,iShares $ Short Dur Corp Bd,IE00BCRY5Y77,100.57,ETF,LSE
SE15.L,iShares Euro Corporate Bond 1-5yr,IE00B4L60045,86.39,ETF,LSE
SEAG.L,iShares Euro Aggregate Bond,IE00B3DKXQ41,96.72,ETF,LSE
SEDY.L,ISHARES V PUBLIC LIMITED COMPAN,IE00B652H904,1220.25,ETF,LSE
SEGA.L,iShares Core Euro Government Bond,IE00B4WXJJ64,97.74,ETF,LSE
SEMA.L,ISHARES III PLC ISHARES MSCI EM,IE00B4L5YC18,1725.75,ETF,LSE
SEMB.L,ISHARES II PLC ISHARES J.P. MOR,IE00B2NPKV68,7667,ETF,LSE
SEML.L,ISHARES III PLC ISHARES EM LOCA,IE00B5M4WH52,44.3,ETF,LSE
SEMS.L,ISHARES III PLC ISHARES MSCI EM,IE00B3F81G20,3994.5,ETF,LSE
SESP.L,iShares Spain Government Bond,IE00B428Z604,127.04,ETF,LSE
SEUA.L,,IE00B4L5YV07,NaN,,
SFIN.L,iShares Finland Government Bond,IE00B5SH2232,110.85,ETF,LSE
SFRB.L,iShares France Government Bond,IE00B7LGZ558,117.24,ETF,LSE
SGCC.L,ISHARES III PLC ISHARES MSCI GC,IE00B3F81623,2431.5,ETF,LSE
SGEA.L,ISHARES III PLC ISHARES EM ASIA,IE00B6QGFW01,65.21,ETF,LSE
SGIL.L,ISHARES III PLC ISHARES GLOBAL,IE00B3B8PX14,103.31,ETF,LSE
SGLN.L,ISHARES PHYSICAL METALS PLC ISH,IE00B4ND3602,1702.75,ETF,LSE
SGLO.L,ISHARES III PLC ISHARES GLOBAL,IE00B3F81K65,76.47,ETF,LSE
SHYG.L,iShares Euro High Yield Corporate Bond,IE00B66F4759,80.72,ETF,LSE
SHYU.L,ISHARES II PLC ISHARES $ HIGH Y,IE00B4PY7Y77,69.4,ETF,LSE
SITB.L,iShares Italy Government Bond,IE00B7LW6Y90,128.24,ETF,LSE
SJPA.L,ISHARES III PLC ISHARES CORE JA,IE00B4L5YX21,2212,ETF,LSE
SLXH.L,iShares £ Corp Bd Intr Rt Hdgd,IE00BCLWRC90,91.75,ETF,LSE
SLXX.L,iShares Public Limited Company - iShares Core £ Corporate Bond UCITS ETF,IE00B00FV011,134.89,ETF,LSE
SMEA.L,iShares MSCI Europe (Acc),IE00B4K48X80,3199.5,ETF,LSE
SNLD.L,iShares Netherlands Government Bond,IE00B7L7Z140,112.85,ETF,LSE
SPAG.L,ISHARES V PUBLIC LIMITED COMPAN,IE00B6R52143,1846.75,ETF,LSE
SPDM.L,ISHARES PHYSICAL METALS PLC ISH,IE00B4556L06,1192.5,ETF,LSE
SPGP.L,ISHARES V PUBLIC LIMITED COMPAN,IE00B6R52036,579,ETF,LSE
SPLT.L,ISHARES PHYSICAL METALS PLC ISH,IE00B4LHWP62,989.63,ETF,LSE
SPMV.L,iShares S&P 500 Minimum Volatility,IE00B6SPMN59,40.28,ETF,LSE
SPOG.L,ISHARES V PUBLIC LIMITED COMPAN,IE00B6R51Z18,1029.75,ETF,LSE
SPOL.L,ISHARES V PUBLIC LIMITED COMPAN,IE00B4M7GH52,1179.5,ETF,LSE
SPXJ.L,ISHARES III PLC ISHARES MSCI PA,IE00B4WXJD03,2601,ETF,LSE
SRSA.L,ISHARES III PLC ISHARES MSCI SO,IE00B52XQP83,1886.25,ETF,LSE
SSAC.L,ISHARES V PUBLIC LIMITED COMPAN,IE00B6R52259,2501.5,ETF,LSE
SSLN.L,ISHARES PHYSICAL METALS PLC ISH,IE00B4NCWG09,1053.5,ETF,LSE
SSXF.L,,IE00B4L60H17,151.54,ETF,LSE
SUAG.L,ISHARES II PLC ISHARES US AGGRE,IE00B44CGS96,74.17,ETF,LSE
SUSE.L,iShares Euro Corp Bd Sstnbty Scrnd 0-3yr,IE00BYZTVV78,5.01,ETF,LSE
SUSS.L,iShares Euro Corp Bd Sstnbty Scrnd 0-3yr,IE00BYZTVV78,395.65,ETF,LSE
SWDA.L,ISHARES III PLC ISHARES CORE MS,IE00B4L5Y983,2834,ETF,LSE
SXFN.L,iShares EURO STOXX 50 ex-Financials,IE00BD5J2G21,2227,ETF,LSE
TASE.L,iShares TA-25 Israel,IE00BP3QZG05,5.29,ETF,LSE
UI18.L,iShares iBonds Sep 2018 USD Corporate,IE00BVC3VM20,4.99,ETF,LSE
UIFS.L,ISHARES V PUBLIC LIMITED COMPAN,IE00B4JNQZ49,321.75,ETF,LSE
UKPR.L,iShares MSCI Target UK Real Estate,IE00BRHZ0398,5.99,ETF,LSE
UKRE.L,iShares MSCI Target UK Real Estate,IE00BRHZ0398,473,ETF,LSE
USPR.L,ISHARES III PLC ISHARES MSCI TA,IE00BRHZ0620,1728,ETF,LSE
USRE.L,iShares MSCI Target US Real Estate,IE00BRHZ0620,24.58,ETF,LSE
WOOD.L,iShares II Public Limited Company - iShares Global Timber & Forestry UCITS ETF,IE00B27YCF74,1210,ETF,LSE
